Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,7,33.5,20.8,0,4,71,54,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,8,32.8,20.2,0,3,79,51,9.5,2.4,364.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,9,32.2,19.4,0,2,74,53,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,10,32,19.6,0,3,71,51,10.2,0.7,382.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,11,32.5,19.4,0,3,66,56,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,12,32.8,18.9,0,4,70,57,9.2,1.7,356.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,13,33.5,19.8,0,3,64,57,6.7,4.2,292.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,14,32.2,20.9,0,3,74,58,6.2,4.7,279.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,15,27,22.8,3,1,86,86,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,16,25.5,20.8,4.4,4,90,90,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,17,29.2,21.4,0,1,86,72,3.2,7.7,203.03,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,18,32.5,23.8,0,2,83,69,3.7,7.2,215.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,19,32.4,23.9,0,2,86,57,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,20,32.2,19.4,0,4,74,56,7.7,3.2,318.12,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,21,29.8,20,0,3,69,51,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,22,29.6,16.4,0,3,60,51,7.8,3.1,320.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,23,29.5,16.7,0,2,66,57,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,24,30,18.4,0,3,71,54,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,25,29.8,17.4,0,3,67,54,8.4,2.5,336.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,26,29.6,16.4,0,2,71,47,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,27,29.8,16.8,0,3,81,53,6.5,4.4,287.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,28,27.8,16.4,0,1,85,59,2.7,8.2,190.25,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,29,28,16.5,0,1,90,66,4.6,6.3,238.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,30,28.5,14.8,0,2,83,52,8.3,2.6,333.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,1,30.5,14.7,0,2,90,64,8.7,1.9,318.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,2,29.7,14.8,0,2,80,51,8.6,2,315.83,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,3,29.4,14.6,0,2,81,54,8.4,2.2,311.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,4,28.6,15.4,0,3,81,56,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,5,28.6,15.2,0,2,69,53,8.3,2.3,308.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,6,28.5,13.6,0,2,80,55,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,7,29.5,15.2,0,1,72,56,6.6,4,268.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,8,25.8,19.6,17.4,1.4,80,65,0,10.6,410.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,9,22.6,17.9,19.6,0.6,100,95,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,10,22.7,20.4,5.2,1.2,100,100,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,11,25.5,21.4,0.4,0.4,100,90,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,12,29.9,20.8,0,3,91,61,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,13,29.2,18.8,0,1,90,65,3.8,6.8,201.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,14,29.2,17.6,0,1,95,51,7.4,3.2,287.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,15,28.2,15,0,1,89,52,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,16,27.4,12.8,0,2,88,48,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,17,26.8,14.4,0,1,94,66,5.2,5.4,234.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,18,26.2,17.4,0,1,90,66,4.3,6.3,213.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,19,21.5,16.6,0,2,89,90,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,20,25.4,16.4,0,1,94,78,3.4,7.2,191.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,21,27,15.9,0,1,94,66,6.2,4.4,258.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,22,27.2,15.6,0,0,90,38,6.4,4.2,263.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,23,26.8,16.4,0,2,90,48,4.6,6,220.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,24,26.4,15.2,0,2,80,59,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,25,28.2,16.2,0,2,89,56,6.9,3.7,275.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,26,27.7,16.4,0,1,79,59,6.3,4.3,260.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,27,28.5,15.4,0,2,89,60,7.7,2.9,294.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,28,28.6,16,0,2,94,51,7.4,3.2,287.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,29,27.6,16.2,0,1,94,60,7.3,3.3,284.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,30,29.6,15.2,0,3,84,60,8.2,2.4,306.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,12,31,30.2,14.4,0,2,79,44,7.7,2.9,294.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,1,28.4,14.4,0,2,89,53,4.2,6.5,219.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,2,27.9,16.2,0,3,94,52,5.2,5.1,254.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,3,26,13.4,0,4,93,43,6.4,4.3,274.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,4,23.2,10.8,0,1,87,62,6.6,4.1,279.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,5,23.8,11.4,0,1,93,60,5.8,4.9,269.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,6,24.5,11.8,0,1,83,53,6.3,4.4,271.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,7,20.5,8.4,0,2,93,60,4.8,5.9,234.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,8,18.7,6.7,0,2,92,67,5.4,5.3,249.35,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,9,24.4,8.2,0,3,88,56,6.4,4.3,274.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,10,23.5,11.2,0,1,88,48,6.2,4.5,269.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,11,18.9,10.6,0,1,93,69,4.3,6.4,222.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,12,21.8,9.9,0,1,94,43,3.8,6.9,209.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,13,20.6,10.4,0,1,88,70,0,10.7,115.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,14,17.7,11.8,0,1,94,88,0,1.7,115.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,15,22.9,11.4,0,1,94,63,4.5,6.2,227.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,16,14.6,10.9,0,1,88,56,6.8,3.9,284.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,17,24.9,12.4,0,1,83,65,4.6,6.1,229.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,18,27.2,13.8,0,2,88,55,7.2,3.5,294,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,19,28,13.6,0,3,78,52,6.8,3.9,284.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,20,26.2,11.4,0,3,59,40,8.3,2.4,321.28,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,21,27.2,10.6,0,2,83,45,6.8,3.9,284.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,22,25.7,12.9,0,2,88,43,7.2,3.5,294,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,23,27.6,13.8,0,2,79,55,7.5,3.2,301.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,24,27.7,12.4,0,2,84,38,7.6,3.1,303.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,25,27.5,14.6,0,3,78,52,8.2,2.5,318.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,26,26.8,12.5,0,4,69,64,7.3,3.4,296.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,27,23.6,12.4,0,2,77,57,6.2,4.5,269.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,28,24.8,9.4,0,3,87,48,7.5,3.2,301.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,29,25.6,9.8,0,2,83,42,6.3,4.4,271.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,30,25,10.2,0,3,83,49,6.2,4.5,269.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,31,25.3,11.2,0,3,82,49,7.3,3.4,296.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,1,26.4,13.6,0,1,78,47,5.6,5.6,295.41,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,2,25,13.4,0,1,94,57,0,11.2,137.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,3,26.5,14.4,0,1,94,62,1.3,9.9,174.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,4,28.9,14.8,0,1,94,60,5.8,5.4,301.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,5,27.8,18.6,0,2,90,67,2.3,8.9,202.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,6,29.2,16.9,0,2,90,40,4.5,6.7,264.37,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,7,28.5,13.6,0,0,94,51,6.4,4.8,217.98,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,8,28.4,17.2,0,3,75,49,3.9,7.3,247.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,9,24.2,14,0,2,79,72,4.3,6.9,258.72,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,10,29.3,18.4,0,4,76,76,8.4,2.8,374.41,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,11,28.4,16.9,0,5,50,33,8.9,2.3,388.52,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,12,30.8,14,,5,63,33,9.5,1.7,405.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,13,30.5,17.4,0,3,64,42,8.5,2.7,377.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,14,29.2,18.4,0,4,67,53,8.3,2.9,371.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,15,30.2,16.2,0,3,52,44,8.5,2.7,405.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,16,29.9,15.9,0,3,67,41,9.1,2.1,394.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,17,30,16,0,4,71,35,8.9,2.3,388.52,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,18,29.1,15.1,0,4,72,38,7.8,3.4,357.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,19,31.2,15.2,0,4,72,35,7.6,3.6,351.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,20,31.4,17.9,0,2,69,33,7.2,4,340.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,21,31.8,18,0,3,65,41,6.9,4.3,332.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,22,31,18.2,0,2,69,49,5.1,6.1,281.3,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,23,32.4,17.2,0,3,86,39,6.8,4.4,329.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,24,31.7,19.8,0,3,86,62,6.3,4.9,315.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,25,32.4,19.9,15,5,82,59,7.6,3.6,351.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,26,24.3,17.8,5.2,3.2,80,57,7.5,3.7,349.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,27,30.2,17.9,0,3,81,65,7.3,3.9,343.37,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,2,28,32,20.2,0,4,78,45,8.4,2.8,374.41,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,1,32.2,19.2,0,4,69,50,8.7,3.1,439.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,2,32.8,19.8,0,3,74,48,8.4,3.1,429.87,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,3,33.2,20.2,0,4,82,51,8.6,3.2,436.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,4,35.3,21.8,0,4,86,40,7.7,4.1,407.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,5,33.8,23.2,0,5,79,60,7.9,3.9,413.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,6,33.7,20.2,0,5,66,51,9.2,2.6,455.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,7,33.2,18.8,0,5,54,50,9.7,2.1,471.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,8,32.6,14.8,0,5,58,39,9.3,2.5,458.47,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,9,33,18.4,0,0,69,47,9.2,2.6,455.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,10,32.8,17.8,0,0,69,34,9.6,2.2,468,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,11,34.2,17.2,0,0,54,32,9.4,2.4,461.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,12,34.2,18.2,0,0,74,46,6.6,5.2,372.68,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,13,34.4,23.4,0,6,79,43,7.9,3.9,413.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,14,31.6,19.4,0,2,82,59,7.2,4.6,391.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,15,33.6,21.2,0,5,82,57,73,4.5,394.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,16,32,24,0,4,83,53,3.9,7.9,286.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,17,34.5,22.6,0,5,82,35,8.2,3.6,423.52,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,18,34.7,22.7,0,5,86,43,7.3,4.5,394.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,19,34.6,21.4,0,4,86,43,9.2,2.6,455.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,20,34.7,19.2,0,5,59,38,9.3,2.5,458.47,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,21,34.9,19.2,0,5,60,43,8.6,3.2,436.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,22,34,20.8,0,4,71,63,6.4,5.4,366.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,23,34.7,21.8,0,4,82,59,7.7,4.1,407.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,24,34.2,23.6,0,3,76,63,3.4,8.4,271.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,25,33.5,23.6,11.5,5.8,87,63,2.6,9.2,245.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,26,32.2,23.2,0,6,86,63,4.6,7.2,309.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,27,33.4,23.2,0,4,87,60,5.2,6.6,328.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,28,33,24.8,0,4,75,63,7.3,4.5,394.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,29,33.6,21.6,3.7,,85,63,4.2,7.6,296.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,30,29.4,18.4,13.5,,80,63,6.3,5.5,363.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,3,31,29.5,20.2,0,,66,66,7.4,4.4,398.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,1,35.5,20.2,0,5,70,49,10.2,2.3,508.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,2,31.2,20.6,0,3,62,62,2.6,9.9,261.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,3,34.9,23.4,0,5,68,49,8.9,3.6,465.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,4,33.9,21.6,0,4,74,55,6.2,6.3,378.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,5,35,22.8,0,6,79,43,8.3,4.2,446.3,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,6,30.2,21.8,50,2,74,57,6.2,6.3,378.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,7,34.2,20.6,3.2,6.2,82,27,7.6,4.9,423.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,8,32.4,21.8,4,4,86,60,4.6,7.9,326.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,9,34.6,22,0,3,83,57,8.7,3.8,459.03,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,10,33.4,23,0,5,75,62,7.3,5.2,413.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,11,32.8,23.8,12,6,79,57,8.8,3.7,462.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,12,34.2,18.2,3.2,6,74,59,9.3,3.2,478.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,13,34.3,21.4,0,5.2,74,54,9.8,2.7,495.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,14,34.6,25.4,21,5,76,55,6.3,6.2,381.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,15,35.8,20.4,0,5,67,57,9.7,2.8,491.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,16,36.7,23.9,1.8,6.8,76,62,7.3,5.2,413.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,17,29.2,21.8,33.6,5.6,82,86,5.2,7.3,345.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,18,33.4,20.4,0.6,5.6,82,63,9.2,3.3,475.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,19,33.5,21.8,2.2,5.2,75,69,5.8,6.7,365.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,20,32.6,22.4,0,4,83,67,5.6,6.9,358.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,21,32.2,21.2,65,0,83,100,2.3,10.2,251.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,22,33.5,19.6,0,4,91,70,4.8,7.7,332.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,23,34.6,22.8,0,4,87,70,6.6,5.9,391.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,24,35.6,25.8,0,5,64,64,8.8,3.7,462.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,25,35.9,23.5,31.6,,64,51,7.3,5.2,413.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,26,31.5,18.9,17.2,,78,64,5.2,7.3,345.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,27,31.2,19,0,,91,61,10.2,2.3,508.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,28,34.4,23.4,25.2,,68,63,6.6,5.9,391.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,29,25.5,19.8,21.6,,100,95,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,4,30,26.5,20.2,35.8,,86,69,2.3,10.2,423.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,1,22.8,20.2,0,,91,69,2.1,11.2,255.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,2,31.5,11.2,25,,86,74,3.8,9.5,301.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,3,31.8,19.8,0,,78,69,6.2,7.1,387.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,4,30.6,23.2,5.8,,79,91,4.6,8.7,336.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,5,32.5,22.4,12.4,,79,69,4.2,9.1,323.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,6,33.2,23.4,22,5,67,73,7.5,5.8,429.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,7,29.5,20.4,2.8,5.8,100,62,1.8,11.5,245.47,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,8,31.7,23.3,0.6,1.6,96,79,3.7,9.6,306.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,9,32.3,26.2,15.4,6.4,91,87,2.5,10.8,268.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,10,29.4,23.2,15.4,5.4,87,86,1.2,12.1,226.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,11,30.6,19.9,2,6,81,69,6.3,7,391.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,12,32.2,21.6,0,6,75,65,10.2,3.1,517.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,13,33.5,24.3,11.2,7.2,76,90,3.8,9.5,310.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,14,32.5,21.8,0,4,79,63,5.8,7.5,374.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,15,34.4,24.3,29.2,0,79,58,5.6,7.7,368.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,16,26.5,20.2,10.2,0,95,95,0,13.3,187.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,17,30.7,21.8,37.8,0,82,75,5.5,7.8,365.25,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,18,29.5,22.3,0,3,100,77,3.4,9.9,297.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,19,31.8,22.9,50,5,83,73,5.2,8.1,355.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,20,30.6,23.4,58.2,6.2,95,76,4.4,8.9,329.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,21,28.7,23.2,19.4,4.4,100,91,1.2,12.1,226.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,22,29.8,23.8,4.6,0,100,87,0,13.3,187.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,23,29.6,24.2,21.2,0,95,91,0,13.3,187.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,24,31.8,24.5,1.2,0,87,76,4.5,8.8,332.87,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,25,34,25.8,2.8,0,76,70,6.4,6.9,394.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,26,34.6,25.4,0,4,80,67,6.7,6.6,404.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,27,35.6,27.4,0,3,70,65,8.8,4.5,472.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,28,34.8,25.9,22.6,,75,71,7.2,6.1,420.28,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,29,34.3,22.1,0,,83,63,10.1,3.2,514.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,30,36.2,25.9,56.8,,66,59,6.8,6.5,407.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,5,31,32.4,22.4,0,,100,73,1.2,12.1,226.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,1,31.6,22.6,13,3,87,91,0.8,12.8,215.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,2,32.4,23.4,4.2,3.2,83,73,5.4,8.2,363.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,3,33.6,26.8,0.6,3.6,77,77,5.3,8.3,360.68,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,4,34.2,26.4,0,4,84,77,6.8,6.8,408.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,5,34.9,24.9,0,5,80,71,9.4,4.2,492.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,6,35.6,27.2,0,5,70,65,6.8,6.8,408.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,7,34.9,28.8,87.8,2.8,74,59,5.4,8.2,363.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,8,33.2,24.8,0,5,96,67,7.3,6.3,430.3,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,9,35.2,26.8,7.8,3.8,84,65,4.8,8.8,344.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,10,35.4,25.7,10.8,5.8,80,61,7.2,6.4,421.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,11,32.4,25.4,0,3,100,69,5.2,8.4,357.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,12,33.8,27.8,86.2,0,80,73,3.4,10.2,299.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,13,33,25.2,2.4,5,84,84,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,14,35.7,28,0.6,4.8,84,71,6.8,6.8,408.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,15,33.2,25.4,0,3.4,91,77,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,16,32.5,24.8,0,2.6,83,76,1.2,12.4,228.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,17,35.9,25,0,4,84,65,5.8,7.8,376.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,18,34.9,25.4,27.6,5.6,84,71,4.4,9.2,331.73,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,19,28.5,23.4,1,1,100,76,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,20,33.6,23.8,0,3,91,67,5.4,8.2,363.89,,,,,,,,,,,,,,,,,,,,,,,,,
