Station	Year	Month	Day	Max Temp. (degree Celcius)	Min Temp. (degree Celcius)	Rainfall (mm)	Actual Evaporation (mm)	"Relative Humidity (morning, %)"	"Relative Humidity (afternoon, %)"	Sunshine (hour/day)	Cloudy (hour/day)	Solar Radiation (cal/cm^2/day)
Rangpur	2020	2	15	25.2	11.8	0	2	88	60	2	9.2	191.85
Rangpur	2020	2	16	24.5	13.8	0	1	89	62	2.3	8.9	200.23
Rangpur	2020	2	17	26.5	14.8	0	2	94	69	0	11.2	136
Rangpur	2020	2	18	25.2	14.2	0	2	89	61	4.3	6.9	256.09
Rangpur	2020	2	19	25.5	13.8	0	2	89	62	3	8.2	219.78
Rangpur	2020	2	20	26.2	13.2	0	3	94	54	2.3	8.2	200.23
Rangpur	2020	2	21	25.5	15.5	0	2	79	59	6	5.2	303.57
Rangpur	2020	2	22	26.8	15.5	0	2	79	68	1.3	9.9	172.3
Rangpur	2020	2	23	24.5	13.6	0	2	84	52	7	4.2	331.5
Rangpur	2020	2	24	28.7	15.5	0	3	89	66	4	7.2	247.71
Rangpur	2020	2	25	27.5	15.2	0	2	89	71	2	9.2	191.85
Rangpur	2020	2	26	23.5	15.8	2	3	84	75	5	6.2	275.64
Rangpur	2020	2	27	22.2	12.6	0	3	88	65	6.3	4.9	311.95
Rangpur	2020	2	28	25.4	12.8	0	3	79	58	8.3	2.9	367.8
Rangpur	2020	2	29	27.8	13.5	0	3	75	59	7	4.2	331.5
Rangpur	2020	3	1	28.5	15.2	0	3	80	51	7.3	4.5	392.99
Rangpur	2020	3	2	29.5	15.3	0	4	84	46	6.3	5.5	361.37
Rangpur	2020	3	3	28.3	16.2	0	4	81	53	7	4.8	383.5
Rangpur	2020	3	4	28.5	16.8	0	2	80	66	5	6.8	320.27
Rangpur	2020	3	5	26.8	16.8	0	4	80	55	6.3	5.5	361.37
Rangpur	2020	3	6	27.5	17.8	0	2	84	75	3	8.8	257.04
Rangpur	2020	3	7	22.5	16.5	4	3	90	66	5	6.8	320.27
Rangpur	2020	3	8	27.2	16.8	0	3	90	63	8	3.8	415.12
Rangpur	2020	3	9	27.36	16.2	0	3	80	50	8	3.8	415.12
Rangpur	2020	3	10	27.2	14.5	0	5	75	53	8	3.8	415.12
Rangpur	2020	3	11	28.3	15.2	0	4	75	55	8	3.8	415.12
Rangpur	2020	3	12	27.5	16.3	0	4	77	49	7.3	4.5	392.99
Rangpur	2020	3	13	30.5	18.2	0	3	80	61	4.3	7.5	298.14
Rangpur	2020	3	14	29.6	20.2	2.5	2	90	95	0	11.8	162.2
Rangpur	2020	3	15	22.2	17.5	5.5	3	90	70	7.3	4.5	392.99
Rangpur	2020	3	16	27.5	16.2	0	5	85	53	9	2.8	446.73
Rangpur	2020	3	17	28.3	14.5	0	5	71	46	9	2.8	446.73
Rangpur	2020	3	18	27.8	14.5	0	5	76	53	8.3	3.5	424.6
Rangpur	2020	3	19	28.5	16.2	0	3	80	46	7	4.8	383.5
Rangpur	2020	3	20	29.2	17.5	0	5	70	52	8.3	3.5	424.6
Rangpur	2020	3	21	30.5	16.8	0	5	72	55	6.3	5.5	361.37
Rangpur	2020	3	22	30.8	18.5	1.7	2	90	77	2	9.8	225.43
Rangpur	2020	3	23	24.5	16.5	0	3	85	63	8	3.8	415.12
Rangpur	2020	3	24	28.5	17.2	0	4	77	56	8.3	3.5	424.6
Rangpur	2020	3	25	30.2	17.8	0	4	73	55	7.3	4.5	392.99
Rangpur	2020	3	26	30.5	20.6	0	4	78	63	7.3	4.5	392.99
Rangpur	2020	3	27	31.8	20.5	0	4	74	53	8	3.8	415.12
Rangpur	2020	3	28	32.2	20.5	0	7	73	55	9	2.8	446.73
Rangpur	2020	3	29	30.6	20.2	0	7	69	44	9	2.8	446.73
Rangpur	2020	3	30	30.2	17.8	0	7	61	38	9	2.8	446.73
Rangpur	2020	3	31	30.3	15.8	0	5	63	38	8.3	3.5	424.6
Rangpur	2020	4	1	31.5	17.3	0	5	66	44	8.3	4.2	444.28
Rangpur	2020	4	2	32.2	18.8	0	4	66	45	8.3	4.2	444.28
Rangpur	2020	4	3	33.2	21.5	0	7	82	47	9	3.5	466.92
Rangpur	2020	4	4	32.3	16.2	0	5	78	35	9	3.5	466.92
Rangpur	2020	4	5	31.8	16.5	0	5	70	38	8	4.5	434.57
Rangpur	2020	4	6	32.3	17.2	0	4	78	56	8.3	4.2	444.28
Rangpur	2020	4	7	32.5	19.6	0	6	70	36	9	3.5	466.92
Rangpur	2020	4	8	33.3	18.9	0	5	70	63	8.3	4.5	444.28
Rangpur	2020	4	9	33.5	19.9	0	5	74	56	8	4.5	434.57
Rangpur	2020	4	10	32.5	19.2	0	6	73	62	8	4.5	434.57
Rangpur	2020	4	11	31.5	20.4	0	5	73	61	6.3	6.2	379.58
Rangpur	2020	4	12	32.2	19.8	1.5	4	78	57	7	5.5	402.23
Rangpur	2020	4	13	30.5	20.2	0	4	74	57	7	5.5	402.23
Rangpur	2020	4	14	32.3	22.5	0	4	72	58	6	6.5	369.88
Rangpur	2020	4	15	33.5	24.5	0	3	91	95	0	12.5	175.8
Rangpur	2020	4	16	26.2	18.5	34	4	82	68	6.3	6.2	379.58
Rangpur	2020	4	17	29.2	19.8	35	2	90	82	1	11.5	208.14
Rangpur	2020	4	18	26.3	18.5	9.8	4	86	83	2	10.5	240.49
Rangpur	2020	4	19	27.5	20.2	5.3	3	86	79	7	5.5	402.23
Rangpur	2020	4	20	28.8	19.5	9.3	4	86	68	4.3	8.2	314.89
Rangpur	2020	4	21	29.5	22.5	0	2	86	85	2	10.5	240.49
Rangpur	2020	4	22	26.5	17.7	14.5	3	90	74	7	5.5	402.23
Rangpur	2020	4	23	28.5	20.7	0	2	86	83	2	10.5	240.49
Rangpur	2020	4	24	28.3	19.5	15.5	3	90	78	4	8.5	305.18
Rangpur	2020	4	25	26.3	19.2	26.2	3	90	86	4.3	8.2	314.89
Rangpur	2020	4	26	25.5	19.2	12.5	5	90	75	6	6.5	369.88
Rangpur	2020	4	27	28.3	20.5	0	4	83	69	7.3	5.2	411.93
Rangpur	2020	4	28	30.5	21.8	0	2	86	82	0	12.5	175.8
Rangpur	2020	4	29	25.5	20.5	0	4	90	79	7.3	5.2	411.93
Rangpur	2020	4	30	29.8	21.8	0	5	83	72	9	3.5	466.92
Rangpur	2020	5	1	30.5	21.8	0	4	83	72	6.3	7	391.98
Rangpur	2020	5	2	30.5	21.2	0	3	87	90	5	8.3	349.81
Rangpur	2020	5	3	29.5	19.8	0	5	74	69	8	5.3	447.13
Rangpur	2020	5	4	31.2	22.5	0	4	83	66	8	5.3	447.13
Rangpur	2020	5	5	31.8	23.2	0	3	76	76	3	10.3	284.92
Rangpur	2020	5	6	32.8	20.5	16.5	4	86	76	7	6.3	414.69
Rangpur	2020	5	7	29.5	20.5	0	3	83	86	5	8.3	349.81
Rangpur	2020	5	8	31.8	19.2	2	4	86	68	8.3	5	349.81
Rangpur	2020	5	9	29.2	21.5	0	4	75	63	9.3	4	489.31
Rangpur	2020	5	10	29.8	22.5	0	4	76	64	8	5.3	447.13
Rangpur	2020	5	11	33.6	20.5	32	3	86	72	6.3	7	391.98
Rangpur	2020	5	12	32.2	23.5	0	4	76	67	8	5.3	447.13
Rangpur	2020	5	13	32.5	24.2	0	5	84	64	6	7.3	382.25
Rangpur	2020	5	14	34.2	22.2	0	5	91	76	7	6.3	414.69
Rangpur	2020	5	15	29.6	22.8	0	3	83	79	2	11.3	252.48
Rangpur	2020	5	16	30.4	22.2	52	4	91	72	6	7.3	382.25
Rangpur	2020	5	17	31.3	21.5	18.2	4	83	73	7	6.3	414.69
Rangpur	2020	5	18	31.5	24.5	0	5	87	74	6	7.3	382.25
Rangpur	2020	5	19	33.4	26.2	0	3	87	80	0	13.3	187.6
Rangpur	2020	5	20	31.6	25.9	0	2	87	78	0	13.3	187.6
Rangpur	2020	5	21	28.3	21.2	52	2	95	90	0	13.3	187.6
Rangpur	2020	5	22	23.5	21.6	46.5	1	95	91	0	13.3	187.6
Rangpur	2020	5	23	25.3	23.2	0	3	91	84	4.3	9	327.1
Rangpur	2020	5	24	31.3	25.2	0	3	91	80	1	12.3	220.04
Rangpur	2020	5	25	31.5	20.9	61.5	3	91	87	0	13.3	187.6
Rangpur	2020	5	26	28.2	24.5	2.5	3	96	83	1	12.3	220.04
Rangpur	2020	5	27	30.2	20.8	22.5	2	86	90	3	10.3	284.92
Rangpur	2020	5	28	27.2	20.8	17.5	3	86	79	4.3	9	327.1
Rangpur	2020	5	29	29.2	22.5	0	5	79	77	7	6.3	414.69
Rangpur	2020	5	30	31.2	24.5	0	4	83	66	6.3	7	391.98
Rangpur	2020	5	31	30.5	22.2	3.5	4	91	66	6	7.3	382.25
Rangpur	2020	6	1	31.5	20.6	58	3	95	80	3.3	10.3	296.97
Rangpur	2020	6	2	29.9	20.6	59	5	91	70	7	6.6	416.23
Rangpur	2020	6	3	33.5	25.7	0	5	79	74	5	8.6	351.76
Rangpur	2020	6	4	33.5	24.5	0	4	87	77	4.3	9.3	329.2
Rangpur	2020	6	5	32.8	24.5	2.5	3	91	84	2.3	11.3	264.73
Rangpur	2020	6	6	30.5	24.2	70	5	95	80	3.3	10.3	296.97
Rangpur	2020	6	7	31.5	25.4	18.5	5	83	67	7.3	6.3	425.9
Rangpur	2020	6	8	34.5	26.3	0	5	80	67	8	5.6	448.47
Rangpur	2020	6	9	33.7	26.5	0	7	77	65	9	4.6	474.44
Rangpur	2020	6	10	34.5	27.5	0	6	77	71	8	5.6	448.47
Rangpur	2020	6	11	34.2	27.4	0	6	84	74	8.3	5.3	458.14
Rangpur	2020	6	12	33.2	26.9	0	4	87	77	4	9.6	319.53
Rangpur	2020	6	13	30.8	25.5	11	4	91	84	3.3	10.3	296.97
Rangpur	2020	6	14	30.5	25.5	12	3	87	87	2.3	11.3	264.73
Rangpur	2020	6	15	30.8	25.5	7.5	3	87	84	4	9.6	319.53
Rangpur	2020	6	16	32.5	26.6	8.5	4	84	80	4.3	9.3	329.2
Rangpur	2020	6	17	32.6	25.7	12	3	91	91	0	13.6	190.6
Rangpur	2020	6	18	29.2	25.8	26.7	4	91	92	0	13.6	190.6
Rangpur	2020	6	19	29.9	26.2	2	4	91	80	3.3	10.3	296.97
Rangpur	2020	6	20	31.4	26.5	0	3	87	80	6	7.6	384
Rangpur	2020	6	21	32.2	25.8	0	3	83	87	6.3	7.3	393.67
Rangpur	2020	6	22	31.3	26.2	1.5	5	83	91	6	7.6	384
Rangpur	2020	6	23	32.2	26.8	0	4	92	77	4	9.6	319.53
Rangpur	2020	6	24	32.8	26.6	3.5	4	88	77	1	12.6	222.83
Rangpur	2020	6	25	32.5	25.2	19	3	96	96	0	13.6	190.6
Rangpur	2020	6	26	28.5	24.7	30.5	3	95	91	0	13.6	190.6
Rangpur	2020	6	27	28.6	25.5	31.5	4	91	80	2.3	11.3	264.73
Rangpur	2020	6	28	30.5	25.5	1	3	96	76	0	13.6	190.6
Rangpur	2020	6	29	29.8	25.4	0	3	87	77	3.3	10.3	296.97
Rangpur	2020	6	30	31.5	26.5	1.5	3	87	91	3	10.6	287.3
Rangpur	2020	7	1	32.2	26.2	30	4	88	91	2.3	11.2	262.5
Rangpur	2020	7	2	32.5	25.5	6	3	95	91	0	13.5	188.6
Rangpur	2020	7	3	27.2	24.8	110	3	95	83	0	13.5	188.6
Rangpur	2020	7	4	29.2	25.8	6.5	4	87	87	4.3	9.2	326.76
Rangpur	2020	7	5	31.8	26.5	1	5	83	77	8	5.5	445.65
Rangpur	2020	7	6	31.7	26.7	0	7	91	73	5.3	8.2	358.89
Rangpur	2020	7	7	32.2	26.5	0	2	87	77	4	9.5	317.12
Rangpur	2020	7	8	30.5	26.8	1	6	88	77	7.3	6.2	423.16
Rangpur	2020	7	9	30.5	26.2	41	3	96	95	0	13.5	188.6
Rangpur	2020	7	10	28.2	25.5	65	3	96	84	0	13.5	188.6
Rangpur	2020	7	11	31.3	25.2	28.5	4	91	77	1	12.5	220.73
Rangpur	2020	7	12	29.8	24.3	23	4	95	79	2	11.5	252.86
Rangpur	2020	7	13	29.3	24.2	65	8	95	87	2	11.5	252.86
Rangpur	2020	7	14	34.5	25.2	0	6	91	74	7	6.5	413.52
Rangpur	2020	7	15	32.4	27.2	0	5	79	77	8	5.5	445.65
Rangpur	2020	7	16	31.5	26.5	0	6	87	77	8	5.5	445.65
Rangpur	2020	7	17	33.5	27.6	0	6	80	77	6.3	7.2	391.03
Rangpur	2020	7	18	33.5	27.7	0	4	83	74	1	12.5	220.73
Rangpur	2020	7	19	32.4	24.6	110	2	95	91	0	13.5	188.6
Rangpur	2020	7	20	26.5	24.5	85	3	96	87	0	13.5	188.6
Rangpur	2020	7	21	27.5	24.3	12	4	91	80	3	10.5	284.99
Rangpur	2020	7	22	31.2	25.5	11	4	91	77	1	12.5	220.73
Rangpur	2020	7	23	30.8	25.5	2	3	96	83	2	11.5	252.86
Rangpur	2020	7	24	29.6	26.2	2	3	96	83	2.3	11.2	262.5
Rangpur	2020	7	25	29.5	26.2	0	4	87	70	3	10.5	284.99
Rangpur	2020	7	26	32.5	26.2	29.5	4	88	77	3	10.2	294.63
Rangpur	2020	7	27	33.3	25.2	82.5	3	95	95	3.3	13.5	188.6
Rangpur	2020	7	28	28.5	24.5	6	2	87	84	0	13.5	188.6
Rangpur	2020	7	29	30.5	26.5	0	3	87	77	0	11.5	252.86
Rangpur	2020	7	30	30.5	24.8	50.5	2	95	91	2	13.5	188.6
Rangpur	2020	7	31	29.5	24.8	69.5	3	96	92	0	13.5	188.6
Rangpur	2020	8	1	28.5	24.8	4.5	5	91	80	6	6.9	380.42
Rangpur	2020	8	2	33.2	26.8	0	5	84	68	7	5.9	413.19
Rangpur	2020	8	3	35.5	26.3	53	8	84	65	7.3	5.6	423.02
Rangpur	2020	8	4	36.2	29.5	0	5	74	71	5	7.9	347.65
Rangpur	2020	8	5	36.5	27.5	8.5	6	84	65	5	7.9	347.65
Rangpur	2020	8	6	34.5	27.2	0	6	80	67	8.3	4.6	455.79
Rangpur	2020	8	7	34.2	26.2	41.5	7	80	67	7	5.9	413.19
Rangpur	2020	8	8	34.5	28.2	0	4	84	74	5.3	7.6	357.48
Rangpur	2020	8	9	32.8	27.8	0	5	80	64	5	7.9	347.65
Rangpur	2020	8	10	33.8	27.5	1	4	80	77	4	8.9	314.88
Rangpur	2020	8	11	32.5	26.2	5.5	3	96	87	0	12.9	183.8
Rangpur	2020	8	12	29.3	26.2	20.7	3	96	87	0	12.9	183.8
Rangpur	2020	8	13	30.2	26.5	7	6	87	67	9.3	3.6	488.56
Rangpur	2020	8	14	33.2	27.8	0	7	73	67	7.3	5.6	423.02
Rangpur	2020	8	15	33.8	26.8	0	5	83	69	6	6.9	380.42
Rangpur	2020	8	16	31.3	26.2	1	4	79	83	2	10.9	249.34
Rangpur	2020	8	17	30.5	26.2	8.3	3	91	77	5.3	7.6	357.48
Rangpur	2020	8	18	31.5	26.2	3.5	9	83	80	9	3.9	478.73
Rangpur	2020	8	19	30.8	26.2	0	7	83	70	8	4.9	445.96
Rangpur	2020	8	20	32.4	25.8	0	4	76	76	1	11.9	216.57
Rangpur	2020	8	21	30.5	25.5	5	3	91	79	4.3	8.6	324.71
Rangpur	2020	8	22	30.2	25.2	3	4	91	77	6	6.9	380.42
Rangpur	2020	8	23	31.5	26.2	0	4	87	84	3	9.9	282.11
Rangpur	2020	8	24	32.5	25.5	36.5	6	87	74	7.3	5.6	423.02
Rangpur	2020	8	25	32.5	27.5	0	5	87	65	7	5.9	413.19
Rangpur	2020	8	26	34.5	26.5	0	7	79	63	9	3.9	478.73
Rangpur	2020	8	27	32.6	26.5	0	6	83	70	9.3	3.6	488.56
Rangpur	2020	8	28	32.3	25.8	0	5	83	70	7	5.9	413.19
Rangpur	2020	8	29	32.5	26.5	0	3	87	77	4.3	8.9	324.71
Rangpur	2020	8	30	31.8	27.2	0	3	84	81	2	10.9	249.34
Rangpur	2020	8	31	33.2	28.2	0	3	92	74	1.3	11.6	226.4
Rangpur	2020	9	1	32.5	26.5	0	3	91	91	0	12.2	160.2
Rangpur	2020	9	2	29.2	24.8	20.5	4	87	74	7	5.2	371.6
Rangpur	2020	9	3	32.8	26.5	0	5	84	67	9.3	2.9	441.1
Rangpur	2020	9	4	33.5	27.2	0	5	80	67	7	5.2	371.6
Rangpur	2020	9	5	33.5	27.7	0	3	84	91	3	9.2	250.8
Rangpur	2020	9	6	32.8	26.4	28	2	91	91	0	12.2	160.2
Rangpur	2020	9	7	29.2	24.6	47	3	95	95	0	12.2	160.2
Rangpur	2020	9	8	27.5	24.2	13.5	3	91	84	1.3	10.9	119.46
Rangpur	2020	9	9	31.2	26.2	0	3	91	74	5	7.2	311.2
Rangpur	2020	9	10	33.2	26.2	9.5	3	87	74	4	8.2	281
Rangpur	2020	9	11	33.5	26.5	0	3	87	87	2	10.2	220.6
Rangpur	2020	9	12	31.5	25.8	0	3	91	79	0	12.2	160.2
Rangpur	2020	9	13	28.8	24.5	76.5	3	95	83	1.3	10.9	119.46
Rangpur	2020	9	14	30.2	25.8	0	2	91	83	0	12.2	160.2
Rangpur	2020	9	15	29.8	25.6	0	2	91	87	0	12.2	160.2
Rangpur	2020	9	16	29.8	25.6	0	2	92	91	0	12.2	160.2
Rangpur	2020	9	17	30.5	23.5	84	2	95	91	0	12.2	160.2
Rangpur	2020	9	18	25.5	24.2	19.5	3	95	87	3	9.2	250.8
Rangpur	2020	9	19	30.2	24.8	16.5	7	84	67	8	4.2	401.8
Rangpur	2020	9	20	33.5	27.2	0	4	84	71	6	6.2	221.51
Rangpur	2020	9	21	34.5	27.2	0	3	83	83	2.3	9.9	221.66
Rangpur	2020	9	22	32.2	24.5	50	2	95	86	0	12.2	160.2
Rangpur	2020	9	23	27.2	24.2	46	2	91	91	0	12.2	160.2
Rangpur	2020	9	24	29.5	24.5	63	2	96	91	0	12.2	160.2
Rangpur	2020	9	25	27.8	25.2	5.5	3	91	91	0	12.2	160.2
Rangpur	2020	9	26	29.5	25.2	13.58	3	91	84	3	9.2	250.8
Rangpur	2020	9	27	30.5	22.5	265	3	95	79	2	10.2	220.6
Rangpur	2020	9	28	27.3	23.2	0	8	91	77	7.3	4.9	380.67
Rangpur	2020	9	29	31.5	26.5	0	4	84	67	7	5.2	371.61
Rangpur	2020	9	30	33.8	27.2	0	3	84	74	3	9.2	250.8
Rangpur	2020	10	1	32.5	26.5	0	3	92	74	4.3	7.2	266.35
Rangpur	2020	10	2	32.8	26.5	0	2	84	77	2	9.5	200.47
Rangpur	2020	10	3	32.2	25.8	0	2	87	84	5	6.5	286.39
Rangpur	2020	10	4	32.5	25.8	0	3	87	77	5.3	6.2	294.91
Rangpur	2020	10	5	32.6	24.6	0	2	87	91	3.3	8.2	237.71
Rangpur	2020	10	6	31.5	25.2	19.5	2	91	91	1	10.5	171.83
Rangpur	2020	10	7	29.4	24.3	33	2	91	87	0	11.5	143.2
Rangpur	2020	10	8	28.6	24.4	1.5	3	87	73	8	3.5	372.31
Rangpur	2020	10	9	32.2	25.2	0	8	84	74	8	3.5	372.31
Rangpur	2020	10	10	33.3	25.3	0	4	80	65	8.3	3.2	380.91
Rangpur	2020	10	11	35.3	25.2	0	4	76	62	9	2.5	400.95
Rangpur	2020	10	12	34.5	24.2	0	3	77	64	9	2.5	400.95
Rangpur	2020	10	13	34.5	24.8	0	5	84	64	9	2.5	400.95
Rangpur	2020	10	14	34.5	25.5	0	4	80	71	9	2.5	400.95
Rangpur	2020	10	15	34.5	24.8	0	4	80	62	9	2.5	400.95
Rangpur	2020	10	16	34.8	24.6	0	3	76	62	8.3	3.2	380.91
Rangpur	2020	10	17	34.5	24.5	0	3	79	64	9	2.5	400.95
Rangpur	2020	10	18	33.8	24.2	0	4	79	64	8.3	3.2	380.91
Rangpur	2020	10	19	34.5	24.2	0	4	76	61	7	4.5	343.67
Rangpur	2020	10	20	33.8	24.5	0	3	91	67	9	2.5	400.95
Rangpur	2020	10	21	32.3	23.5	0	3	87	70	6.3	5.2	323.63
Rangpur	2020	10	22	32.5	21.5	56	4	87	72	6	5.5	315.03
Rangpur	2020	10	23	30.2	23.3	0	3	82	86	1	10.5	171.83
Rangpur	2020	10	24	26.8	22.2	11.5	3	95	90	0	11.5	143.2
Rangpur	2020	10	25	24.5	22.3	1	2	91	86	2	9.5	200.47
Rangpur	2020	10	26	28.8	22.2	0	2	83	65	7	4.5	343.67
Rangpur	2020	10	27	31.5	21.8	0	3	83	66	9	2.5	400.95
Rangpur	2020	10	28	31.2	21.5	0	3	83	69	9	2.5	400.95
Rangpur	2020	10	29	30.5	21.2	0	4	74	72	9	2.5	400.95
Rangpur	2020	10	30	31.2	20.8	0	4	70	63	8.3	3.2	380.91
Rangpur	2020	10	31	31.4	21.5	0	4	83	67	6.3	5.2	323.63
Rangpur	2020	11	1	32.2	21.6	0	3	82	63	7.3	3.6	303.82
Rangpur	2020	11	2	31.2	22.2	0	2	91	69	8	2.9	321.49
Rangpur	2020	11	3	32.5	21.5	0	4	74	63	6	4.9	271.02
Rangpur	2020	11	4	31.2	18.2	0	3	80	57	7	3.9	296.25
Rangpur	2020	11	5	28.5	14.2	0	2	75	43	6	4.9	271.02
Rangpur	2020	11	6	28.5	15.8	0	2	79	53	7	3.9	296.25
Rangpur	2020	11	7	28.5	16.5	0	2	84	56	8.3	2.6	329.06
Rangpur	2020	11	8	28.7	16.7	0	3	81	61	8.3	2.6	329.06
Rangpur	2020	11	9	29.3	16.3	0	4	77	57	8.3	2.6	329.06
Rangpur	2020	11	10	29.5	17.5	0	3	77	54	9	1.9	346.73
Rangpur	2020	11	11	29.5	16.8	0	3	72	54	9	1.9	346.73
Rangpur	2020	11	12	29.5	17.2	0	4	72	57	9	1.9	346.73
Rangpur	2020	11	13	30.2	16.5	0	4	86	54	8.3	2.6	329.06
Rangpur	2020	11	14	30.2	15.8	0	4	75	56	8.3	2.6	329.06
Rangpur	2020	11	15	28.8	17.2	0	2	69	56	8.3	2.6	329.06
Rangpur	2020	11	16	29.2	17.8	0	4	77	61	7.3	3.6	303.82
Rangpur	2020	11	17	29.5	16.5	0	2	86	49	7.3	3.6	303.82
Rangpur	2020	11	18	28.3	14.5	0	3	76	46	6.3	4.6	278.59
Rangpur	2020	11	19	28.8	15.8	0	2	85	60	5.3	5.6	253.35
Rangpur	2020	11	20	28.3	17.2	0	1	85	74	1	9.9	144.11
Rangpur	2020	11	21	26.5	17.5	0	2	85	50	6	4.9	271.02
Rangpur	2020	11	22	27.5	13.3	0	2	78	42	7	3.9	296.25
Rangpur	2020	11	23	25.5	11.5	0	3	83	49	7.3	3.6	303.82
Rangpur	2020	11	24	25.5	15.2	0	1	75	54	8	2.9	321.49
Rangpur	2020	11	25	25.5	13.8	0	3	75	58	8	2.9	321.49
Rangpur	2020	11	26	23.5	14.8	0	3	79	58	4.3	6.6	228.11
Rangpur	2020	11	27	26.2	17.3	0	2	79	75	0	10.9	119.6
Rangpur	2020	11	28	22.2	15.3	0	2	84	78	7.3	3.6	303.82
Rangpur	2020	11	29	28.8	13.5	0	2	79	52	8	2.9	321.49
Rangpur	2020	11	30	27.5	14.2	0	2	75	59	7.3	3.6	303.82
Rangpur	2020	12	1	27.5	14.8	0	2	75	48	7.3	3.3	280.1
Rangpur	2020	12	2	26.5	14.5	0	2	75	52	7	3.6	273.04
Rangpur	2020	12	3	27.5	14.5	0	2	85	59	7	3.6	273.04
Rangpur	2020	12	4	27.2	14.5	0	2	85	59	5.3	5.3	233.06
Rangpur	2020	12	5	27.5	15.2	0	1	89	70	5	5.6	226
Rangpur	2020	12	6	27.3	14.8	0	1	95	81	0	10.6	108.4
Rangpur	2020	12	7	23.5	15.2	0	1	94	80	0	10.6	108.4
Rangpur	2020	12	8	22.5	14.5	0	2	89	68	6	4.6	249.52
Rangpur	2020	12	9	24.5	13.3	0	1	84	58	5.3	5.3	233.06
Rangpur	2020	12	10	26.5	15.5	0	1	94	84	0	10.6	108.4
Rangpur	2020	12	11	20.5	15.5	0	1	94	84	0	10.6	108.4
Rangpur	2020	12	12	19.5	13.5	0	1	94	72	2.3	8.3	162049
Rangpur	2020	12	13	22.3	14.7	0	1	94	68	0	10.6	108.4
Rangpur	2020	12	14	23.5	14.8	0	1	89	75	1.3	9.3	138.97
Rangpur	2020	12	15	21.8	13.6	0	1	94	74	0	10.6	108.4
Rangpur	2020	12	16	21.8	13.2	0	1	94	67	2	8.6	155.44
Rangpur	2020	12	17	23.5	11.2	0	1	94	56	5.3	5.3	233.06
Rangpur	2020	12	18	23.8	10.5	0	2	77	44	5.3	5.3	233.06
Rangpur	2020	12	19	22.4	7.5	0	1	81	53	4	6.6	202.48
Rangpur	2020	12	20	21.5	10.2	0	2	82	58	6.3	4.3	256.58
Rangpur	2020	12	21	22.6	11.5	0	2	78	52	6.3	3.6	256.58
Rangpur	2020	12	22	24.2	10.5	0	2	83	56	7	4.6	273.04
Rangpur	2020	12	23	25.2	10.8	0	2	83	56	6	3.3	249.52
Rangpur	2020	12	24	25.8	12.8	0	2	88	49	7.3	4.6	280.1
Rangpur	2020	12	25	24.5	10.8	0	2	83	53	6	6.3	249.52
Rangpur	2020	12	26	25.2	10.2	0	2	83	52	4.3	5.6	209.53
Rangpur	2020	12	27	24.2	10.2	0	2	82	54	5	5.6	226
Rangpur	2020	12	28	23.5	10.8	0	1	88	57	5	5.3	226
Rangpur	2020	12	29	25.2	10.8	0	1	88	56	5.3	3.6	233.06
Rangpur	2020	12	30	24.2	11.2	0	2	83	56	3.6	3.6	273.04
Rangpur	2020	12	31	24.5	10.2	0	2	88	48	3.6	3.6	273.04
Habiganj	2019	1	1	27.8	12.8	0	NIL	84	72	8.8	1.9	331.38
Habiganj	2019	1	2	27.1	13.2	0	NIL	89	74	7.8	2.9	306.74
Habiganj	2019	1	3	27.2	13.5	0	NIL	94	59	8.5	2.2	323.98
Habiganj	2019	1	4	26.2	15.5	0	NIL	89	70	8.4	2.3	321.52
Habiganj	2019	1	5	20.5	12.8	0	NIL	84	58	8.7	2	328.91
Habiganj	2019	1	6	27.8	13.2	0	NIL	89	62	8.1	2.6	314.13
Habiganj	2019	1	7	25.5	12.8	0	NIL	94	95	8.2	2.5	316.59
Habiganj	2019	1	8	26.5	13.2	0	NIL	88	78	7.1	3.6	289.5
Habiganj	2019	1	9	26.3	15.7	0	NIL	88	78	7.2	3.5	291.96
Habiganj	2019	1	10	28.8	12.2	0	NIL	94	65	8.1	2.6	314.13
Habiganj	2019	1	11	26.5	12.8	0	NIL	94	71	8	2.7	311.67
Habiganj	2019	1	12	27.2	12.8	0	NIL	80	77	8.2	2.5	316.59
Habiganj	2019	1	13	27.5	13.5	0	NIL	89	54	8.2	2.5	316.59
Habiganj	2019	1	14	24.2	12.8	0	NIL	89	62	7.1	3.6	289.5
Habiganj	2019	1	15	26.5	14.5	0	NIL	89	76	7.3	3.4	294.42
Habiganj	2019	1	16	26.3	14.7	0	NIL	100	81	8	2.7	311.67
Habiganj	2019	1	17	26.5	13.8	0	NIL	89	79	7.4	3.3	296.89
Habiganj	2019	1	18	24.8	14.2	0	NIL	100	83	7.1	3.6	289.5
Habiganj	2019	1	19	25.2	13.5	0	NIL	100	74	6.2	4.5	267.33
Habiganj	2019	1	20	20.8	14.8	0	NIL	100	75	8	2.7	311.67
Habiganj	2019	1	21	27.8	14.5	0	NIL	100	74	8.3	2.4	319.06
Habiganj	2019	1	22	28.2	14.2	0	NIL	94	63	7.6	3.1	301.81
Habiganj	2019	1	23	28.4	15.1	0	NIL	94	75	8.1	2.6	314.13
Habiganj	2019	1	24	28.5	15.8	0	NIL	94	83	8	2.7	311.67
